drugName,condition,rating,negative,positive,word_frequency
Colazal,Ulcerative Colitis,7.5,2.0,0.0,"[('day', 3), ('symptom', 2), ('pain', 2), ('got', 2), ('feel', 2)]"
Colchicine,"Gout, Acute",10.0,10.0,1.0,"[('bactrim', 6), ('week', 4), ('day', 3), ('prostatitis', 2), ('within', 2)]"
Colcrys,"Gout, Acute",8.0,4.0,1.0,"[('day', 20), ('bactrim', 12), ('infection', 11), ('not', 10), ('side', 10)]"
Colesevelam,"Diarrhea, Chronic",10.0,12.0,4.0,"[('prescribed', 2), ('upcoming', 2), ('surgery', 2), ('topical', 1), ('ointment', 1)]"
Collagenase Santyl,Keratosis,7.0,0.0,1.0,"[('ear', 3), ('doctor', 2), ('getting', 2), ('side', 2), ('iodine', 2)]"
Collagenase clostridium histolyticum,Dupuytren's contracture,1.0,1.0,0.0,"[('propoxyphene', 2), ('one', 2), ('stuff', 1), ('work', 1), ('well', 1)]"
Colyte,Bowel Preparation,7.0,1.0,0.0,"[('symptom', 3), ('year', 3), ('gut', 2), ('colazal', 1), ('completely', 1)]"
Combivent,"COPD, Maintenance",8.5,2.0,2.0,"[('take', 2), ('capsule', 2), ('time', 2), ('day', 2), ('easy', 2)]"
Combivir,Occupational Exposure,2.0,1.0,0.0,"[('drug', 2), ('not', 2), ('basically', 1), ('saved', 1), ('life', 1)]"
Commit,Smoking Cessation,10.0,1.0,2.0,"[('saved', 1), ('finger', 1), ('amputation', 1), ('granulation', 1), ('not', 1)]"
Compazine,Nausea/Vomiting,1.0,8.0,1.0,"[('month', 5), ('no', 3), ('balziva', 2), ('pill', 2), ('last', 2)]"
Complera,HIV Infection,9.5,6.0,4.0,"[('happy', 2), ('make', 2), ('drink', 2), ('super', 1), ('daughter', 1)]"
ConZip,Pain,9.0,1.0,0.0,"[('diarrhea', 2), ('listed', 2), ('side', 2), ('effect', 2), ('experience', 2)]"
Concerta,ADHD,8.0,48.0,20.0,"[('levemir', 3), ('basaglar', 2), ('feel', 2), ('moved', 1), ('insurance', 1)]"
Condylox,Condylomata Acuminata,9.0,0.0,1.0,"[('good', 1), ('blood', 1), ('thinner', 1)]"
Conjugated estrogens,Postmenopausal Symptoms,10.0,10.0,3.0,"[('duavee', 4), ('took', 3), ('one', 3), ('week', 3), ('hot', 2)]"
Conjugated estrogens / medroxyprogesterone,Postmenopausal Symptoms,9.0,2.0,0.0,"[('feel', 3), ('anxiety', 3), ('depression', 3), ('year', 3), ('life', 2)]"
Contrave,Obesity,8.0,205.0,90.0,"[('nasal', 3), ('used', 2), ('year', 2), ('generic', 2), ('passage', 2)]"
Copaxone,Multiple Sclerosis,9.0,17.0,12.0,"[('qvar', 15), ('asthma', 12), ('year', 8), ('one', 6), ('doctor', 6)]"
Copper,Birth Control,8.0,160.0,33.0,"[('pain', 20), ('not', 14), ('medication', 13), ('day', 12), ('belbuca', 9)]"
Cordarone,Arrhythmia,1.0,1.0,0.0,"[('pain', 5), ('belbuca', 3), ('oxycontin', 2), ('past', 2), ('discussed', 2)]"
Cordran Tape,Atopic Dermatitis,10.0,1.0,0.0,"[('year', 7), ('infusion', 6), ('benlysta', 5), ('first', 4), ('went', 4)]"
Coreg,High Blood Pressure,9.0,5.0,2.0,"[('medication', 3), ('pain', 3), ('called', 2), ('release', 2), ('opiate', 2)]"
Coreg CR,Heart Failure,8.0,0.0,1.0,"[('sleep', 91), ('not', 72), ('night', 68), ('mg', 65), ('belsomra', 59)]"
Coricidin HBP Cold & Flu,Influenza,8.0,0.0,1.0,"[('day', 64), ('weight', 46), ('belviq', 45), ('no', 44), ('lb', 34)]"
Coricidin HBP Cough & Cold,Cough and Nasal Congestion,7.5,2.0,0.0,"[('day', 105), ('week', 97), ('not', 81), ('lb', 78), ('weight', 78)]"
Corlanor,Heart Failure,10.0,1.0,0.0,"[('instantly', 2), ('got', 2), ('rare', 2), ('blood', 2), ('not', 2)]"
Correctol,Constipation,7.5,7.0,1.0,"[('use', 2), ('work', 1), ('excellent', 1), ('built', 1), ('tolerance', 1)]"
Cortef,Adrenocortical Insufficiency,10.0,1.0,0.0,"[('use', 1), ('nausea', 1), ('work', 1), ('wonder', 1)]"
Corticotropin,Polymyositis/Dermatomyositis,6.5,3.0,1.0,"[('benadryl', 7), ('work', 6), ('many', 3), ('year', 3), ('allergy', 3)]"
Cortisporin Otic,Otitis Externa,1.0,1.0,0.0,"[('relief', 2), ('benadryl', 1), ('made', 1), ('yr', 1), ('old', 1)]"
Cortizone-10,Pruritus,10.0,0.0,1.0,"[('side', 2), ('effect', 2), ('cough', 1), ('rash', 1), ('annoying,toxic', 1)]"
Cosentyx,Plaque Psoriasis,10.0,5.0,4.0,"[('blood', 2), ('pressure', 2), ('okay', 1), ('lowered', 1), ('much', 1)]"
Cosopt,"Glaucoma, Open Angle",1.0,1.0,0.0,"[('benicar', 24), ('pressure', 23), ('blood', 18), ('side', 13), ('effect', 13)]"
Cosopt PF,"Glaucoma, Open Angle",7.0,1.0,0.0,"[('taking', 3), ('benicar', 3), ('side', 3), ('effect', 3), ('cost', 3)]"
Coumadin,"Deep Vein Thrombosis, Recurrent Event",9.0,2.0,1.0,"[('benlysta', 6), ('started', 5), ('infusion', 4), ('year', 4), ('feeling', 4)]"
Cozaar,High Blood Pressure,7.0,9.0,4.0,"[('necrosis', 2), ('skin', 2), ('bensal', 2), ('hp', 2), ('product', 2)]"
Creon,Chronic Pancreatitis,9.5,2.0,4.0,"[('bentyl', 13), ('take', 10), ('year', 8), ('side', 8), ('no', 8)]"
Crestor,High Cholesterol,8.0,24.0,4.0,"[('skin', 2), ('wonderful', 1), ('product', 1), ('dry', 1), ('work', 1)]"
Crisaborole,Atopic Dermatitis,9.5,4.0,2.0,"[('acne', 1), ('back', 1), ('face', 1), ('year', 1), ('tried', 1)]"
Crizotinib,Non-Small Cell Lung Cance,8.0,0.0,1.0,"[('acne', 15), ('face', 12), ('benzaclin', 11), ('week', 10), ('skin', 9)]"
Cromolyn,Systemic Mastocytosis,10.0,1.0,0.0,"[('worked', 1), ('well', 1), ('made', 1), ('bit', 1), ('woozey', 1)]"
Crotamiton,Pruritus,9.5,1.0,1.0,"[('sunburn', 2), ('get', 2), ('third', 1), ('degree', 1), ('used', 1)]"
Cryselle,Birth Control,5.0,18.0,8.0,"[('pain', 2), ('used', 1), ('help', 1), ('associated', 1), ('cold', 1)]"
Cutivate,Atopic Dermatitis,9.0,0.0,1.0,"[('dentist', 2), ('ointment', 2), ('gum', 2), ('could', 2), ('used', 1)]"
Cyanocobalamin,Vitamin B12 Deficiency,5.0,2.0,1.0,"[('skin', 7), ('lanacane', 4), ('body', 3), ('use', 3), ('powder', 3)]"
Cyclafem 1 / 35,Birth Control,6.0,1.0,3.0,"[('several', 2), ('year', 2), ('started', 1), ('using', 1), ('product', 1)]"
Cyclafem 7 / 7 / 7,Birth Control,6.0,1.0,0.0,"[('cough', 78), ('coughing', 37), ('not', 33), ('day', 31), ('prescribed', 23)]"
Cyclessa,Birth Control,8.0,1.0,0.0,"[('acne', 3), ('chest', 3), ('work', 2), ('used', 2), ('skin', 2)]"
Cyclizine,Nausea/Vomiting,10.0,1.0,1.0,"[('acne', 116), ('skin', 103), ('face', 70), ('day', 47), ('dry', 44)]"
Cyclobenzaprine,Muscle Spasm,8.0,72.0,24.0,"[('skin', 12), ('day', 7), ('time', 6), ('year', 6), ('apply', 5)]"
Cyclogyl,Uveitis,4.0,1.0,0.0,"[('effective', 2), ('acne', 2), ('nuox', 1), ('treating', 1), ('applied', 1)]"
Cyclophosphamide,Multiple Sclerosis,9.0,0.0,1.0,"[('pound', 3), ('medicine', 2), ('lost', 2), ('work', 2), ('started', 1)]"
Cyclosporine,Keratoconjunctivitis Sicca,7.5,15.0,5.0,"[('side', 5), ('effect', 5), ('day', 4), ('mg', 2), ('help', 2)]"
Cyklokapron,actor IX Deficiency,9.0,0.0,1.0,"[('eye', 7), ('allergy', 5), ('drop', 5), ('make', 3), ('bad', 3)]"
Cylert,ADHD,10.0,1.0,0.0,"[('eye', 4), ('within', 2), ('minute', 2), ('using', 2), ('irritated', 2)]"
Cymbalta,Depression,8.0,228.0,49.0,"[('effective', 1), ('result', 1), ('almost', 1), ('immediately', 1), ('find', 1)]"
Cyproheptadine,Anorexia,10.0,20.0,18.0,"[('cream', 2), ('oily', 2), ('rapid', 1), ('improvement', 1), ('red', 1)]"
Cyred,Birth Control,1.0,3.0,0.0,"[('took', 1), ('medication', 1), ('last', 1), ('year', 1), ('no', 1)]"
Cytomel,"Hypothyroidism, After Thyroid Removal",9.0,3.0,2.0,"[('day', 4), ('ear', 2), ('medication', 2), ('no', 2), ('within', 2)]"
D.H.E. 45,Migraine,5.0,2.0,0.0,"[('like', 2), ('others', 1), ('said', 1), ('foam', 1), ('sticky', 1)]"
DDAVP,Diabetes Insipidus,10.0,2.0,1.0,"[('psoriasis', 11), ('scalp', 10), ('taclonex', 9), ('year', 7), ('not', 6)]"
DDAVP Rhinal Tube,Diabetes Insipidus,10.0,1.0,0.0,"[('taking', 2), ('sotalol', 1), ('almost', 1), ('year', 1), ('pill', 1)]"
Dabigatran,Prevention of Thromboembolism in Atrial Fibrillation,5.0,9.0,4.0,"[('m', 5), ('interferon', 3), ('not', 3), ('betaseron', 3), ('experience', 2)]"
Daclatasvir,Hepatitis C,10.0,3.0,2.0,"[('bladder', 3), ('fully', 2), ('make', 2), ('multiple', 1), ('sclerosis', 1)]"
Daklinza,Hepatitis C,10.0,2.0,2.0,"[('wall', 2), ('treatment', 2), ('no', 2), ('worked', 2), ('year', 1)]"
Dalfampridine,Multiple Sclerosis,10.0,11.0,4.0,"[('brain', 2), ('year', 2), ('temodar', 2), ('two', 2), ('improvement', 2)]"
Daliresp,COPD,9.0,6.0,1.0,"[('avastin', 3), ('gliosarcoma', 2), ('temidar', 2), ('first', 2), ('mri', 2)]"
Dallergy,Nasal Congestion,6.0,1.0,0.0,"[('drug', 2), ('helped', 2), ('took', 1), ('lot', 1), ('breakout', 1)]"
Dalmane,Insomnia,10.0,2.0,1.0,"[('pain', 4), ('bextra', 4), ('since', 2), ('percocet', 2), ('similar', 1)]"
Danocrine,ibrocystic Breast Disease,9.0,1.0,0.0,"[('would', 11), ('beyaz', 7), ('acne', 7), ('skin', 7), ('week', 7)]"
Dapagliflozin,"Diabetes, Type 2",7.0,9.0,6.0,"[('beyaz', 32), ('not', 22), ('month', 20), ('period', 15), ('control', 14)]"
Dapagliflozin / metformin,min),10.0,1.0,0.0,"[('month', 4), ('pmdd', 3), ('symptom', 3), ('every', 3), ('birth', 2)]"
Dapsone,Acne,9.0,31.0,16.0,"[('taking', 6), ('side', 6), ('biaxin', 5), ('bronchitis', 5), ('day', 5)]"
Darbepoetin alfa,Anemia Associated with Chronic Renal Failure,9.0,2.0,0.0,"[('far', 2), ('started', 1), ('taking', 1), ('biaxin', 1), ('two', 1)]"
Darifenacin,Urinary Incontinence,1.0,2.0,1.0,"[('never', 3), ('medication', 3), ('biaxin', 2), ('taken', 2), ('twice', 2)]"
Darunavir,HIV Infection,8.0,1.0,0.0,"[('hard', 1), ('treating', 1), ('mo', 1), ('old', 1), ('daughter', 1)]"
Darvon,Pain,6.0,0.0,2.0,"[('sinus', 8), ('infection', 8), ('worked', 3), ('time', 3), ('biaxin', 3)]"
Dasabuvir / ombitasvir / paritaprevir / ritonavir,Hepatitis C,1.0,0.0,1.0,"[('throat', 4), ('take', 4), ('always', 3), ('medicine', 3), ('biaxin', 3)]"
Dasatinib,Chronic Myelogenous Leukemia,8.0,3.0,0.0,"[('reaction', 2), ('extreme', 1), ('allergic', 1), ('told', 1), ('not', 1)]"
Dasetta 7 / 7 / 7,Birth Control,1.0,0.0,1.0,"[('day', 6), ('infection', 3), ('prescribed', 2), ('within', 2), ('little', 2)]"
Daypro,Rheumatoid Arthritis,6.0,1.0,1.0,"[('day', 4), ('prostate', 3), ('medicine', 3), ('casodex', 2), ('cancer', 2)]"
Daytrana,ADHD,9.0,11.0,5.0,"[('health', 2), ('bicillin', 2), ('took', 1), ('oral', 1), ('medication', 1)]"
Deblitane,Birth Control,4.5,1.0,1.0,"[('bottle', 4), ('ml', 3), ('not', 2), ('stop', 2), ('go', 2)]"
Debrox,Ear Wax Impaction,1.0,1.0,0.0,"[('pain', 3), ('limbrel', 3), ('month', 2), ('side', 2), ('effect', 2)]"
Decadron,Asthma,8.0,1.0,0.0,"[('hair', 10), ('biotin', 6), ('one', 5), ('taking', 5), ('nail', 4)]"
Deconamine,Allergic Rhinitis,10.0,1.0,0.0,"[('take', 10), ('pain', 9), ('hour', 8), ('time', 7), ('colonoscopy', 6)]"
Degarelix,Prostate Cance,10.0,1.0,0.0,"[('pain', 150), ('took', 130), ('cramp', 120), ('take', 116), ('hour', 103)]"
Delatestryl,"Hypogonadism, Male",10.0,1.0,0.0,"[('started', 4), ('minute', 4), ('night', 4), ('pm', 4), ('working', 3)]"
Delsym,Cough,1.0,22.0,2.0,"[('day', 25), ('side', 11), ('effect', 10), ('take', 10), ('not', 9)]"
Delsym 12 Hour Cough Relief,Cough,1.5,1.0,1.0,"[('used', 1), ('devrom', 1), ('several', 1), ('year', 1), ('effectively', 1)]"
Deltasone,Asthma,9.0,2.0,0.0,"[('diarrhea', 4), ('heartburn', 2), ('stomach', 2), ('thing', 2), ('effective', 1)]"
Demadex,Edema,10.0,1.0,0.0,"[('good', 1), ('fast,taste', 1), ('like', 1), ('liquid', 1), ('peppermint', 1)]"
Demerol,Pain,10.0,10.0,7.0,"[('mg', 3), ('reduced', 2), ('hospital', 1), ('changed', 1), ('bisoprolol', 1)]"
Denavir,Cold Sores,10.0,4.0,1.0,"[('far', 2), ('blood', 2), ('pressure', 2), ('noticed', 1), ('major', 1)]"
Denosumab,Osteoporosis,1.0,11.0,6.0,"[('pill', 2), ('week', 2), ('started', 1), ('half', 1), ('day', 1)]"
Deoxycholic acid,Submental Fullness,5.5,2.0,0.0,"[('blood', 8), ('pressure', 8), ('side', 7), ('effect', 6), ('great', 6)]"
Depakote,Bipolar Disorde,8.0,26.0,16.0,"[('month', 36), ('pill', 26), ('not', 25), ('period', 23), ('control', 18)]"
Depakote ER,Bipolar Disorde,8.5,11.0,7.0,"[('period', 19), ('month', 17), ('pill', 16), ('no', 11), ('not', 10)]"
Deplin,Depression,9.0,10.0,3.0,"[('treatment', 2), ('little', 2), ('great', 1), ('product', 1), ('highly', 1)]"
Depo-Medrol,Inflammatory Conditions,1.0,0.0,1.0,"[('bonine', 9), ('not', 6), ('day', 5), ('cruise', 5), ('tablet', 4)]"
Depo-Provera,Birth Control,4.0,184.0,82.0,"[('vertigo', 5), ('get', 4), ('take', 3), ('meclizine', 2), ('week', 2)]"
Depo-Provera Contraceptive,Birth Control,1.0,2.0,1.0,"[('drug', 4), ('boniva', 3), ('year', 3), ('rheumatologist', 2), ('taking', 2)]"
Depo-Testosterone,"Hypogonadism, Male",9.5,1.0,1.0,"[('week', 18), ('lost', 15), ('pound', 12), ('bontril', 7), ('exercise', 6)]"
Derma-Smoothe / FS (Scalp),Seborrheic Dermatitis,10.0,0.0,1.0,"[('every', 1), ('drug', 1), ('tried', 1), ('allowed', 1), ('achieve', 1)]"
Dermal filler,acial Wrinkles,1.0,6.0,1.0,"[('pain', 12), ('neck', 8), ('year', 7), ('injection', 6), ('dystonia', 6)]"
Dermatop,Eczema,9.0,0.0,1.0,"[('spasm', 2), ('around', 2), ('highly', 1), ('effective', 1), ('tonic', 1)]"
DesOwen,Eczema,10.0,2.0,0.0,"[('botox', 3), ('still', 3), ('surgery', 3), ('armpit', 2), ('well', 2)]"
Desipramine,Depression,9.0,5.0,3.0,"[('migraine', 5), ('day', 5), ('shot', 4), ('go', 3), ('time', 3)]"
Desloratadine,Allergic Rhinitis,7.5,3.0,1.0,"[('migraine', 33), ('botox', 25), ('day', 18), ('month', 12), ('injection', 10)]"
Desmopressin,Diabetes Insipidus,10.0,3.0,5.0,"[('botox', 18), ('no', 16), ('bladder', 13), ('not', 12), ('day', 12)]"
Desogen,Birth Control,4.0,3.0,0.0,"[('not', 2), ('improvement', 2), ('eye', 2), ('glass', 2), ('experience', 1)]"
Desogestrel / ethinyl estradiol,Birth Control,6.0,110.0,54.0,"[('still', 2), ('pee', 2), ('second', 1), ('time', 1), ('botox', 1)]"
Desonide,Dermatitis,10.0,4.0,4.0,"[('botox', 3), ('year', 3), ('eye', 2), ('within', 2), ('day', 2)]"
Desoximetasone,Eczema,9.5,2.0,0.0,"[('breo', 9), ('asthma', 7), ('year', 5), ('no', 5), ('using', 4)]"
Desoxyn,ADHD,10.0,2.0,2.0,"[('time', 4), ('work', 3), ('drug', 3), ('hot', 2), ('heart', 2)]"
Desquam-X Wash,Acne,10.0,1.0,0.0,"[('breo', 7), ('day', 6), ('felt', 4), ('well', 4), ('rescue', 4)]"
Desvenlafaxine,Depression,8.0,164.0,49.0,"[('tried', 1), ('month', 1), ('work', 1), ('nearly', 1), ('well', 1)]"
Desyrel,Insomnia,6.0,3.0,4.0,"[('rexulti', 8), ('day', 4), ('get', 4), ('sleep', 4), ('seroquel', 4)]"
Detrol,Overactive Bladde,9.0,2.0,0.0,"[('mg', 13), ('week', 12), ('drug', 11), ('rexulti', 9), ('year', 7)]"
Detrol LA,Overactive Bladde,5.0,1.0,1.0,"[('medication', 3), ('schizoaffective', 2), ('changing', 2), ('zyprexa', 2), ('gave', 2)]"
Dexamethasone,Inflammatory Conditions,7.0,16.0,5.0,"[('brilinta', 6), ('year', 4), ('day', 4), ('ago', 3), ('hand', 3)]"
Dexamethasone / neomycin / polymyxin b,"Conjunctivitis, Bacterial",5.0,1.0,1.0,"[('eye', 5), ('became', 2), ('put', 2), ('month', 2), ('cataract', 1)]"
Dexamethasone Intensol,Inflammatory Conditions,1.0,1.0,0.0,"[('completely', 1), ('got', 1), ('rid', 1), ('pain', 1), ('eye', 1)]"
Dexbrompheniramine / pseudoephedrine,Allergic Rhinitis,10.0,12.0,4.0,"[('face', 29), ('day', 22), ('not', 18), ('flushing', 13), ('redness', 13)]"
Dexchlorpheniramine,Allergic Reactions,10.0,1.0,0.0,"[('pressure', 3), ('betoptic', 2), ('bit', 2), ('eye', 2), ('year', 1)]"
Dexedrine,ADHD,9.0,5.0,8.0,"[('flash', 14), ('hot', 12), ('day', 10), ('night', 8), ('brisdelle', 6)]"
Dexilant,GERD,8.0,25.0,4.0,"[('took', 3), ('mg', 2), ('morning', 2), ('felt', 2), ('want', 2)]"
Dexlansoprazole,GERD,9.0,29.0,6.0,"[('chest', 1), ('pain', 1), ('trembling', 1), ('inside', 1), ('body', 1)]"
Dexmethylphenidate,ADHD,8.0,20.0,4.0,"[('month', 2), ('first', 2), ('started', 1), ('siliq', 1), ('ago', 1)]"
Dextroamphetamine,ADHD,9.0,20.0,12.0,"[('bromfed', 3), ('give', 3), ('would', 3), ('cough', 2), ('make', 2)]"
Dextromethorphan,Cough,3.0,34.0,15.0,"[('day', 13), ('blood', 5), ('told', 5), ('tablet', 4), ('later', 4)]"
Dextromethorphan / guaifenesin,Cough,9.0,1.0,0.0,"[('good', 1), ('luck', 1), ('take', 1), ('bromo', 1), ('combination', 1)]"
Dextromethorphan / guaifenesin / phenylephrine,Cough and Nasal Congestion,1.0,1.0,0.0,"[('lodrane', 1), ('often', 1), ('work', 1), ('quickly', 1), ('effectively', 1)]"
Dextromethorphan / guaifenesin / pseudoephedrine,Cough and Nasal Congestion,8.0,1.0,0.0,"[('drainage', 2), ('really', 2), ('taken', 2), ('given', 1), ('take', 1)]"
Dextromethorphan / phenylephrine / pyrilamine,Cold Symptoms,10.0,1.0,0.0,"[('great', 1), ('daughter', 1), ('cold', 1), ('cough', 1), ('point', 1)]"
Dextromethorphan / promethazine,Cough,6.0,0.0,1.0,"[('mainly', 1), ('congestion', 1), ('great', 1)]"
Dextromethorphan / quinidine,Pseudobulbar Affect,10.0,2.0,1.0,"[('help', 1), ('breathing', 1), ('much,amazed', 1), ('effectiveness', 1), ('hope', 1)]"
Dextrostat,ADHD,9.0,2.0,0.0,"[('anxiety', 91), ('buspar', 67), ('mg', 67), ('day', 64), ('taking', 46)]"
Di-Gel,Gas,10.0,0.0,1.0,"[('panic', 19), ('mg', 18), ('buspar', 17), ('anxiety', 12), ('attack', 11)]"
Diamox,Pseudotumor Cerebri,8.0,13.0,2.0,"[('wellbutrin', 3), ('feeling', 3), ('no', 3), ('work', 2), ('type', 2)]"
Diamox Sequels,Pseudotumor Cerebri,7.0,1.0,0.0,"[('sleeping', 3), ('med', 2), ('major', 2), ('anxiety', 2), ('attack', 2)]"
Diazepam,Anxiety,9.0,71.0,21.0,"[('mg', 5), ('xl', 4), ('generic', 4), ('went', 3), ('taking', 2)]"
Diazepam Intensol,Anxiety,10.0,2.0,0.0,"[('xl', 3), ('generic', 3), ('drug', 2), ('no', 2), ('effect', 2)]"
Diclegis,Nausea/Vomiting of Pregnancy,8.0,14.0,1.0,"[('nose', 4), ('using', 3), ('spray', 3), ('use', 3), ('medicine', 2)]"
Diclofenac,Pain,9.0,102.0,32.0,"[('work', 3), ('asthma', 2), ('pulmicort', 1), ('weight', 1), ('gain', 1)]"
Diclofenac / misoprostol,Osteoarthritis,10.0,9.0,4.0,"[('elevated', 2), ('gave', 1), ('profuse', 1), ('sweating', 1), ('minimal', 1)]"
Dicyclomine,Irritable Bowel Syndrome,9.0,26.0,7.0,"[('almost', 3), ('psoriasis', 3), ('taking', 2), ('medicine', 2), ('diarrhea', 2)]"
Didrex,Obesity,10.0,1.0,0.0,"[('second', 2), ('uceris', 2), ('week', 2), ('effective', 2), ('diarrhea', 2)]"
Dienogest / estradiol,Birth Control,8.0,10.0,4.0,"[('bathroom', 4), ('day', 4), ('worse', 4), ('trip', 3), ('started', 3)]"
Diethylpropion,Obesity,10.0,17.0,10.0,"[('symbicort', 27), ('asthma', 23), ('year', 12), ('effect', 12), ('time', 12)]"
Differin,Acne,9.0,25.0,17.0,"[('help', 2), ('best', 2), ('pill', 1), ('miracle', 1), ('one', 1)]"
Dificid,Clostridial Infection,3.0,2.0,0.0,"[('bunavail', 15), ('mg', 10), ('day', 10), ('suboxone', 9), ('get', 9)]"
Diflorasone,Eczema,10.0,1.0,0.0,"[('dental', 3), ('work', 3), ('done', 3), ('allergic', 2), ('since', 2)]"
Diflucan,Vaginal Yeast Infection,8.0,11.0,3.0,"[('surgery', 2), ('not', 2), ('effect', 2), ('rotator', 1), ('cuff', 1)]"
Difluprednate,Uveitis,5.5,3.0,1.0,"[('exparel', 2), ('day', 2), ('tummy', 1), ('tuck', 1), ('heard', 1)]"
Digoxin,Atrial Fibrillation,9.0,2.0,1.0,"[('pain', 6), ('bupernex', 4), ('life', 2), ('pill', 2), ('not', 2)]"
Dihydroergotamine,Migraine,7.5,6.0,2.0,"[('pain', 69), ('patch', 31), ('not', 23), ('day', 19), ('year', 17)]"
Dilantin,Seizures,5.5,8.0,2.0,"[('year', 19), ('subutex', 18), ('life', 18), ('day', 16), ('want', 15)]"
Dilaudid,Pain,10.0,58.0,10.0,"[('pain', 31), ('patch', 17), ('day', 12), ('butrans', 9), ('year', 8)]"
Dilaudid-HP,Pain,10.0,2.0,0.0,"[('suboxone', 201), ('day', 160), ('year', 122), ('mg', 103), ('life', 83)]"
Diltiazem,High Blood Pressure,9.0,19.0,6.0,"[('not', 1), ('even', 1), ('medication', 1), ('month', 1), ('gone', 1)]"
Dimenhydrinate,Motion Sickness,10.0,10.0,2.0,"[('help', 9), ('wellbutrin', 8), ('day', 8), ('make', 7), ('time', 7)]"
Dimetapp Children's Cold & Cough,Cough and Nasal Congestion,1.0,1.0,0.0,"[('anxiety', 26), ('mg', 17), ('day', 17), ('feel', 17), ('like', 16)]"
Dimethyl fumarate,Multiple Sclerosis,9.5,5.0,1.0,"[('mg', 12), ('week', 9), ('day', 8), ('mood', 7), ('effect', 5)]"
Dinoprostone,Labor Induction,1.0,2.0,1.0,"[('day', 168), ('wellbutrin', 141), ('mg', 128), ('not', 119), ('depression', 116)]"
Diovan,High Blood Pressure,6.0,9.0,1.0,"[('wellbutrin', 19), ('feel', 17), ('mg', 17), ('day', 17), ('year', 16)]"
Diovan HCT,High Blood Pressure,8.0,4.0,3.0,"[('worked', 1), ('well', 1), ('controlling', 1), ('migraine', 1), ('increasing', 1)]"
Diphenhydramine,Insomnia,8.0,27.0,9.0,"[('wellbutrin', 4), ('xl', 2), ('eating', 2), ('stopped', 2), ('using', 2)]"
Diphenhydramine / ibuprofen,Insomnia,9.0,0.0,1.0,"[('day', 5), ('year', 4), ('taking', 4), ('not', 4), ('wellbutrin', 4)]"
Diphenhydramine / naproxen,Insomnia,5.0,6.0,0.0,"[('le', 2), ('medicine', 1), ('changed', 1), ('life', 1), ('energy', 1)]"
Diprivan,Anesthesia,10.0,2.0,2.0,"[('prescribed', 3), ('day', 3), ('problem', 3), ('depression', 2), ('worsen', 2)]"
Disalcid,Osteoarthritis,9.0,1.0,0.0,"[('effect', 3), ('depression', 2), ('side', 2), ('would', 2), ('great', 2)]"
Disopyramide,Arrhythmia,10.0,1.0,0.0,"[('orgasm', 7), ('sex', 7), ('day', 6), ('wellbutrin', 6), ('not', 5)]"
Disulfiram,Alcohol Dependence,10.0,8.0,6.0,"[('day', 91), ('quit', 54), ('smoking', 45), ('week', 35), ('smoke', 31)]"
Ditropan,Overactive Bladde,2.5,2.0,0.0,"[('day', 181), ('not', 157), ('lb', 153), ('week', 150), ('contrave', 140)]"
Divalproex sodium,Bipolar Disorde,8.0,35.0,30.0,"[('week', 91), ('day', 84), ('not', 70), ('side', 66), ('contrave', 65)]"
Divigel,Postmenopausal Symptoms,10.0,1.0,0.0,"[('anxiety', 167), ('day', 109), ('mg', 96), ('buspar', 87), ('taking', 86)]"
Doans Pills Extra Strength,Inflammatory Conditions,6.0,1.0,0.0,"[('panic', 21), ('mg', 20), ('attack', 15), ('buspar', 14), ('anxiety', 10)]"
Docosanol,Herpes Simplex,7.5,44.0,12.0,"[('anxiety', 4), ('buspirone', 4), ('orgasm', 3), ('sexual', 3), ('taking', 3)]"
Docusate / senna,"Constipation, Acute",9.0,4.0,1.0,"[('not', 2), ('cause', 2), ('reaction', 2), ('sleep', 2), ('night', 2)]"
Dofetilide,Arrhythmia,9.5,7.0,3.0,"[('medicine', 1), ('recent', 1), ('surgery', 1), ('rather', 1), ('propofol', 1)]"
Dolobid,Rheumatoid Arthritis,5.0,1.0,0.0,"[('not', 5), ('contraction', 3), ('got', 3), ('still', 3), ('feeling', 3)]"
Dolophine,Pain,10.0,3.0,3.0,"[('pain', 19), ('migraine', 13), ('stadol', 12), ('not', 9), ('spray', 7)]"
Dolutegravir,HIV Infection,9.0,4.0,1.0,"[('pain', 48), ('patch', 31), ('not', 17), ('day', 16), ('year', 15)]"
Donepezil,Alzheimer's Disease,3.0,9.0,2.0,"[('patch', 32), ('pain', 29), ('day', 10), ('week', 9), ('effect', 8)]"
Donnatal,Irritable Bowel Syndrome,10.0,6.0,1.0,"[('week', 34), ('bydureon', 29), ('sugar', 25), ('injection', 25), ('not', 23)]"
Doral,Insomnia,10.0,1.0,0.0,"[('byetta', 18), ('not', 12), ('hair', 11), ('lost', 11), ('mcg', 10)]"
